index,302,303,304,305
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,2e-07,0.0,3.9999999999999903e-07
5,5.999999999999937e-07,1.999999999999973e-07,0.0,1.6000000000000154e-06
6,1.7999999999999823e-06,3.2000000000000075e-06,0.0,1.4400000000000001e-05
7,1e-05,1.5400000000000066e-05,0.0,8.258524193629914e-05
8,4.379999999999994e-05,8.781558726673962e-05,0.0,0.0003405249760046727
9,0.0002136629048728733,0.0004003336113427806,0.0,0.0012660578857761832
10,0.0008331631611190445,0.0015701366172791848,0.0,0.003878037160552618
11,0.0025077017868145187,0.00445051940951336,0.0,0.011191135734071949
12,0.006338797814207611,0.009901960784313681,1.1999999999999875e-06,0.02756944444444435
13,0.014972067039106082,0.023539823008849485,5.199999999999944e-06,0.05226666666666661
14,0.03180722891566259,0.046586826347305335,1.3599999999999983e-05,0.09185185185185185
15,0.0546478873239436,0.07544554455445533,3.980000000000051e-05,0.14750000000000002
16,0.09789473684210523,0.1318518518518519,0.00011833804655209721,0.21733333333333332
17,0.15217391304347822,0.19371428571428576,0.00028058592944088854,0.3122222222222222
18,0.1925714285714286,0.2643478260869565,0.000671328671328664,0.4030769230769231
19,0.28285714285714286,0.3693333333333333,0.0012666873641726023,0.47777777777777786
20,0.405,0.39692307692307693,0.002513121333744965,0.6133333333333334
21,0.44727272727272727,0.5428571428571429,0.004119433198380535,0.624
22,0.562857142857143,0.5833333333333334,0.00703639514731364,0.6950000000000001
23,0.6033333333333334,0.675,0.013169934640522806,0.7999999999999999
24,0.6719999999999999,0.7350000000000001,0.019999999999999896,0.8800000000000001
25,0.92,0.8400000000000001,0.025559105431309816,0.96
26,0.8133333333333334,0.9,0.04431818181818175,0.9400000000000001
27,0.85,0.88,0.061774193548387056,0.9400000000000001
